AirConditioner:VariableRefrigerantFlow,Evaporative Condenser Air Flow Rate,61
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Humidifier Rated Electric Power,54
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Maximum Outdoor Air Flow Rate,35
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Minimum Outdoor Air Flow Rate,36
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,No Load Supply Air Flow Rate,6
HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,Supplemental Heating Coil Capacity,31
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Cooling Supply Air Flow Rate,5
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,DX Cooling Coil Gross Rated Sensible Heat Ratio,19
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,DX Cooling Coil Gross Rated Total Capacity,18
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Heating Coil Gross Rated Capacity,25
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Heating Supply Air Flow Rate,6
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Humidifier Rated Electric Power,62
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Maximum Outdoor Air Flow Rate,40
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Minimum Outdoor Air Flow Rate,41
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,No Load Supply Air Flow Rate,7
HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,Supplemental Heating or Reheat Coil Capacity,36
HVACTEMPLATE:SYSTEM:VAV,Humidifier Rated Electric Power,52
HVACTEMPLATE:SYSTEM:VAV,Maximum Outdoor Air Flow Rate,25
HVACTEMPLATE:SYSTEM:VAV,Minimum Outdoor Air Flow Rate,26
HVACTEMPLATE:SYSTEM:VAV,Supply Fan Maximum Flow Rate,3
HVACTEMPLATE:SYSTEM:VAV,Supply Fan Minimum Flow Rate,4
HVACTEMPLATE:SYSTEM:VRF,Evaporative Condenser Air Flow Rate,32
HVACTEMPLATE:SYSTEM:VRF,Evaporative Condenser Pump Rated Power Consumption,33
HVACTEMPLATE:SYSTEM:VRF,Gross Rated Heating Capacity,7
HVACTEMPLATE:SYSTEM:VRF,Gross Rated Total Cooling Capacity,3
HVACTEMPLATE:SYSTEM:VRF,Resistive Defrost Heater Capacity,27
HVACTEMPLATE:SYSTEM:VRF,Water Condenser Volume Flow Rate,30
HVACTEMPLATE:ZONE:BASEBOARDHEAT,Baseboard Heating Capacity,6
HVACTEMPLATE:ZONE:CONSTANTVOLUME,Baseboard Heating Capacity,20
HVACTEMPLATE:ZONE:CONSTANTVOLUME,Supply Air Maximum Flow Rate,4
HVACTEMPLATE:ZONE:DUALDUCT,Baseboard Heating Capacity,20
HVACTEMPLATE:ZONE:DUALDUCT,Supply Air Maximum Flow Rate,4
HVACTEMPLATE:ZONE:FANCOIL,Baseboard Heating Capacity,34
HVACTEMPLATE:ZONE:FANCOIL,Supply Air Maximum Flow Rate,3
HVACTEMPLATE:ZONE:IDEALLOADSAIRSYSTEM,Maximum Cooling Air Flow Rate,12
HVACTEMPLATE:ZONE:IDEALLOADSAIRSYSTEM,Maximum Heating Air Flow Rate,9
HVACTEMPLATE:ZONE:IDEALLOADSAIRSYSTEM,Maximum Sensible Heating Capacity,10
HVACTEMPLATE:ZONE:IDEALLOADSAIRSYSTEM,Maximum Total Cooling Capacity,13
HVACTEMPLATE:ZONE:PTAC,Baseboard Heating Capacity,39
HVACTEMPLATE:ZONE:PTAC,Cooling Coil Gross Rated Sensible Heat Ratio,21
HVACTEMPLATE:ZONE:PTAC,Cooling Coil Gross Rated Total Capacity,20
HVACTEMPLATE:ZONE:PTAC,Cooling Supply Air Flow Rate,3
HVACTEMPLATE:ZONE:PTAC,Heating Coil Capacity,25
HVACTEMPLATE:ZONE:PTAC,Heating Supply Air Flow Rate,4
HVACTEMPLATE:ZONE:PTAC,No Load Supply Air Flow Rate,5
HVACTEMPLATE:ZONE:PTHP,Baseboard Heating Capacity,49
HVACTEMPLATE:ZONE:PTHP,Cooling Coil Gross Rated Sensible Heat Ratio,21
HVACTEMPLATE:ZONE:PTHP,Cooling Coil Gross Rated Total Capacity,20
HVACTEMPLATE:ZONE:PTHP,Cooling Supply Air Flow Rate,3
HVACTEMPLATE:ZONE:PTHP,Heat Pump Heating Coil Gross Rated Capacity,25
HVACTEMPLATE:ZONE:PTHP,Heating Supply Air Flow Rate,4
HVACTEMPLATE:ZONE:PTHP,No Load Supply Air Flow Rate,5
HVACTEMPLATE:ZONE:PTHP,Supplemental Heating Coil Capacity,34
HVACTEMPLATE:ZONE:UNITARY,Baseboard Heating Capacity,15
HVACTEMPLATE:ZONE:UNITARY,Supply Air Maximum Flow Rate,4
HVACTEMPLATE:ZONE:VAV,Baseboard Heating Capacity,26
HVACTEMPLATE:ZONE:VAV,Supply Air Maximum Flow Rate,4
HVACTEMPLATE:ZONE:VAV:FANPOWERED,Baseboard Heating Capacity,24
HVACTEMPLATE:ZONE:VAV:FANPOWERED,Parallel Fan On Flow Fraction,10
HVACTEMPLATE:ZONE:VAV:FANPOWERED,Primary Supply Air Maximum Flow Rate,4
HVACTEMPLATE:ZONE:VAV:FANPOWERED,Primary Supply Air Minimum Flow Fraction,7
HVACTEMPLATE:ZONE:VAV:FANPOWERED,Secondary Supply Air Maximum Flow Rate,8
HVACTEMPLATE:ZONE:VAV:HEATANDCOOL,Baseboard Heating Capacity,21
HVACTEMPLATE:ZONE:VAV:HEATANDCOOL,Supply Air Maximum Flow Rate,4
HVACTEMPLATE:ZONE:VRF,Baseboard Heating Capacity,44
HVACTEMPLATE:ZONE:VRF,Cooling Coil Gross Rated Sensible Heat Ratio,29
HVACTEMPLATE:ZONE:VRF,Cooling Coil Gross Rated Total Capacity,28
HVACTEMPLATE:ZONE:VRF,Cooling Outdoor Air Flow Rate,11
HVACTEMPLATE:ZONE:VRF,Cooling Supply Air Flow Rate,7
HVACTEMPLATE:ZONE:VRF,Heat Pump Heating Coil Gross Rated Capacity,32
HVACTEMPLATE:ZONE:VRF,Heating Outdoor Air Flow Rate,12
HVACTEMPLATE:ZONE:VRF,Heating Supply Air Flow Rate,9
HVACTEMPLATE:ZONE:VRF,No Cooling Supply Air Flow Rate,8
HVACTEMPLATE:ZONE:VRF,No Heating Supply Air Flow Rate,10
HVACTEMPLATE:ZONE:VRF,No Load Outdoor Air Flow Rate,13
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Baseboard Heating Capacity,44
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Cooling Coil Gross Rated Sensible Heat Ratio,20
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Cooling Coil Gross Rated Total Capacity,19
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Cooling Supply Air Flow Rate,3
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Heat Pump Heating Coil Gross Rated Capacity,23
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Heating Supply Air Flow Rate,4
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,No Load Supply Air Flow Rate,5
HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,Supplemental Heating Coil Capacity,26
PlantCOMPONENT:TEMPERATURESOURCE,Design Volume Flow Rate,4
PlantEquipmentOperation:ComponentSetpoint,Component 1 Flow Rate,6
PlantEquipmentOperation:ComponentSetpoint,Component 10 Flow Rate,60
PlantEquipmentOperation:ComponentSetpoint,Component 2 Flow Rate,12
PlantEquipmentOperation:ComponentSetpoint,Component 3 Flow Rate,18
PlantEquipmentOperation:ComponentSetpoint,Component 4 Flow Rate,24
PlantEquipmentOperation:ComponentSetpoint,Component 5 Flow Rate,30
PlantEquipmentOperation:ComponentSetpoint,Component 6 Flow Rate,36
PlantEquipmentOperation:ComponentSetpoint,Component 7 Flow Rate,42
PlantEquipmentOperation:ComponentSetpoint,Component 8 Flow Rate,48
PlantEquipmentOperation:ComponentSetpoint,Component 9 Flow Rate,54
PlantEquipmentOperation:ThermalEnergyStorage,Component 1 Flow Rate,10
PlantEquipmentOperation:ThermalEnergyStorage,Component 10 Flow Rate,64
PlantEquipmentOperation:ThermalEnergyStorage,Component 2 Flow Rate,16
PlantEquipmentOperation:ThermalEnergyStorage,Component 3 Flow Rate,22
PlantEquipmentOperation:ThermalEnergyStorage,Component 4 Flow Rate,28
PlantEquipmentOperation:ThermalEnergyStorage,Component 5 Flow Rate,34
PlantEquipmentOperation:ThermalEnergyStorage,Component 6 Flow Rate,40
PlantEquipmentOperation:ThermalEnergyStorage,Component 7 Flow Rate,46
PlantEquipmentOperation:ThermalEnergyStorage,Component 8 Flow Rate,52
PlantEquipmentOperation:ThermalEnergyStorage,Component 9 Flow Rate,58
PlantLoop,Maximum Loop Flow Rate,8
PlantLoop,Plant Loop Volume,10
Pump:ConstantSpeed,Design Flow Rate,4
Pump:ConstantSpeed,Design Power Consumption,6
Pump:VariableSpeed,Design Maximum Flow Rate,4
Pump:VariableSpeed,Design Minimum Flow Rate,13
Pump:VariableSpeed,Design Power Consumption,6
Pump:VariableSpeed:Condensate,Design Power Consumption,6
Pump:VariableSpeed:Condensate,Design Steam Volume Flow Rate,4
Sizing:System,Central Heating Maximum System Air Flow Ratio,4
Sizing:System,Cooling Design Capacity,30
Sizing:System,Design Outdoor Air Flow Rate,3
Sizing:System,Heating Design Capacity,34
Sizing:Zone,Dedicated Outdoor Air High Setpoint Temperature for Design,27
Sizing:Zone,Dedicated Outdoor Air Low Setpoint Temperature for Design,26
SolarCollector:FlatPlate:PhotovoltaicThermal,Design Flow Rate,10
ThermalStorage:ChilledWater:Mixed,Source Side Design Flow Rate,21
ThermalStorage:ChilledWater:Mixed,Use Side Design Flow Rate,16
ThermalStorage:ChilledWater:Stratified,Source Side Design Flow Rate,29
ThermalStorage:ChilledWater:Stratified,Use Side Design Flow Rate,22
UnitarySystemPerformance:MultiSpeed,Cooling Speed 1 Supply Air Flow Ratio,7
UnitarySystemPerformance:MultiSpeed,Cooling Speed 10 Supply Air Flow Ratio,25
UnitarySystemPerformance:MultiSpeed,Cooling Speed 2 Supply Air Flow Ratio,9
UnitarySystemPerformance:MultiSpeed,Cooling Speed 3 Supply Air Flow Ratio,11
UnitarySystemPerformance:MultiSpeed,Cooling Speed 4 Supply Air Flow Ratio,13
UnitarySystemPerformance:MultiSpeed,Cooling Speed 5 Supply Air Flow Ratio,15
UnitarySystemPerformance:MultiSpeed,Cooling Speed 6 Supply Air Flow Ratio,17
UnitarySystemPerformance:MultiSpeed,Cooling Speed 7 Supply Air Flow Ratio,19
UnitarySystemPerformance:MultiSpeed,Cooling Speed 8 Supply Air Flow Ratio,21
UnitarySystemPerformance:MultiSpeed,Cooling Speed 9 Supply Air Flow Ratio,23
UnitarySystemPerformance:MultiSpeed,Heating Speed 1 Supply Air Flow Ratio,6
UnitarySystemPerformance:MultiSpeed,Heating Speed 10 Supply Air Flow Ratio,24
UnitarySystemPerformance:MultiSpeed,Heating Speed 2 Supply Air Flow Ratio,8
UnitarySystemPerformance:MultiSpeed,Heating Speed 3 Supply Air Flow Ratio,10
UnitarySystemPerformance:MultiSpeed,Heating Speed 4 Supply Air Flow Ratio,12
UnitarySystemPerformance:MultiSpeed,Heating Speed 5 Supply Air Flow Ratio,14
UnitarySystemPerformance:MultiSpeed,Heating Speed 6 Supply Air Flow Ratio,16
UnitarySystemPerformance:MultiSpeed,Heating Speed 7 Supply Air Flow Ratio,18
UnitarySystemPerformance:MultiSpeed,Heating Speed 8 Supply Air Flow Ratio,20
UnitarySystemPerformance:MultiSpeed,Heating Speed 9 Supply Air Flow Ratio,22
WATERHEATER:MIXED,Heater Maximum Capacity,7
WATERHEATER:MIXED,Source Side Design Flow Rate,38
WATERHEATER:MIXED,Tank Volume,2
WATERHEATER:MIXED,Use Side Design Flow Rate,37
WATERHEATER:STRATIFIED,Heater 1 Capacity,11
WATERHEATER:STRATIFIED,Source Side Design Flow Rate,50
WATERHEATER:STRATIFIED,Tank Height,4
WATERHEATER:STRATIFIED,Tank Volume,3
WATERHEATER:STRATIFIED,Use Side Design Flow Rate,49
ZoneHVAC:Baseboard:Convective:Electric,User-Specified Heating Design Capacity,nil
ZoneHVAC:Baseboard:Convective:Electric,Heating Design Capacity,4
ZONEHVAC:BASEBOARD:CONVECTIVE:ELECTRIC,Design Size Heating Design Capacity,4
ZoneHVAC:Baseboard:Convective:Water,Heating Design Capacity,6
ZoneHVAC:Baseboard:Convective:Water,Maximum Water Flow Rate,10
ZoneHVAC:Baseboard:Convective:Water,U-Factor Times Area Value,9
ZoneHVAC:Baseboard:RadiantConvective:Electric,Heating Design Capacity,4
ZoneHVAC:Baseboard:RadiantConvective:Steam,Heating Design Capacity,6
ZoneHVAC:Baseboard:RadiantConvective:Steam,Maximum Steam Flow Rate,10
ZoneHVAC:Baseboard:RadiantConvective:Water,U-Factor times Area,8
ZoneHVAC:Baseboard:RadiantConvective:Water,Heating Design Capacity,8
ZoneHVAC:Baseboard:RadiantConvective:Water,Maximum Water Flow Rate,11
ZoneHVAC:Baseboard:RadiantConvective:Water,Design Size Maximum Water Flow Rate,11
ZoneHVAC:CoolingPanel:RadiantConvective:Water,Cooling Design Capacity,9
ZoneHVAC:CoolingPanel:RadiantConvective:Water,Maximum Chilled Water Flow Rate,12
ZoneHVAC:EnergyRecoveryVentilator,Exhaust Air Flow Rate,5
ZoneHVAC:EnergyRecoveryVentilator,Supply Air Flow Rate,4
ZoneHVAC:EvaporativeCoolerUnit,Design Supply Air Flow Rate,9
ZoneHVAC:FourPipeFanCoil,Maximum Supply Air Flow Rate,4
ZoneHVAC:FourPipeFanCoil,Design Size Maximum Supply Air Flow Rate,4
ZoneHVAC:FourPipeFanCoil,Maximum Outdoor Air Flow Rate,7
ZoneHVAC:FourPipeFanCoil,Design Size Maximum Outdoor Air Flow Rate,7
ZoneHVAC:FourPipeFanCoil,Maximum Cold Water Flow Rate,17
ZoneHVAC:FourPipeFanCoil,Design Size Maximum Cold Water Flow,17
ZoneHVAC:FourPipeFanCoil,Maximum Hot Water Flow Rate,22
ZoneHVAC:FourPipeFanCoil,Design Size Maximum Hot Water Flow,22
ZoneHVAC:FourPipeFanCoil,Maximum Supply Air Temperature in Heating Mode,29
ZoneHVAC:FourPipeFanCoil,Minimum Supply Air Temperature in Cooling Mode,28
ZoneHVAC:HighTemperatureRadiant,Heating Design Capacity,5
ZoneHVAC:IdealLoadsAirSystem,Maximum Cooling Air Flow Rate,14
ZoneHVAC:IdealLoadsAirSystem,Maximum Heating Air Flow Rate,11
ZoneHVAC:IdealLoadsAirSystem,Maximum Sensible Heating Capacity,12
ZoneHVAC:IdealLoadsAirSystem,Maximum Total Cooling Capacity,15
ZoneHVAC:LowTemperatureRadiant:ConstantFlow,Hydronic Tubing Length,6
ZoneHVAC:LowTemperatureRadiant:ConstantFlow,Rated Flow Rate,8
ZoneHVAC:LowTemperatureRadiant:Electric,Heating Design Capacity,6
ZoneHVAC:LowTemperatureRadiant:VariableFlow,Cooling Design Capacity,18
ZoneHVAC:LowTemperatureRadiant:VariableFlow,Heating Design Capacity,9
ZoneHVAC:LowTemperatureRadiant:VariableFlow,Hydronic Tubing Length,6
ZoneHVAC:LowTemperatureRadiant:VariableFlow,Maximum Cold Water Flow,21
ZoneHVAC:LowTemperatureRadiant:VariableFlow,Maximum Hot Water Flow,12
ZoneHVAC:OutdoorAirUnit,Exhaust Air Flow Rate,9
ZoneHVAC:OutdoorAirUnit,Outdoor Air Flow Rate,4
ZoneHVAC:PackagedTerminalAirConditioner,Cooling Outdoor Air Flow Rate,10
ZoneHVAC:PackagedTerminalAirConditioner,Cooling Supply Air Flow Rate,7
ZoneHVAC:PackagedTerminalAirConditioner,Heating Outdoor Air Flow Rate,11
ZoneHVAC:PackagedTerminalAirConditioner,Heating Supply Air Flow Rate,8
ZoneHVAC:PackagedTerminalAirConditioner,Maximum Supply Air Temperature in Heating Mode,25
ZoneHVAC:PackagedTerminalAirConditioner,Minimum Supply Air Temperature in Cooling Mode,24
ZoneHVAC:PackagedTerminalAirConditioner,No Load Outdoor Air Flow Rate,12
ZoneHVAC:PackagedTerminalAirConditioner,No Load Supply Air Flow Rate,9
ZoneHVAC:PackagedTerminalHeatPump,User-Specified No Load Supply Air Flow Rate,nil
ZoneHVAC:PackagedTerminalHeatPump,Cooling Supply Air Flow Rate,7
ZoneHVAC:PackagedTerminalHeatPump,Design Size Cooling Supply Air Flow Rate,7
ZoneHVAC:PackagedTerminalHeatPump,Heating Supply Air Flow Rate,8
ZoneHVAC:PackagedTerminalHeatPump,Design Size Heating Supply Air Flow Rate,8
ZoneHVAC:PackagedTerminalHeatPump,No Load Supply Air Flow Rate,9
ZoneHVAC:PackagedTerminalHeatPump,Cooling Outdoor Air Flow Rate,10
ZoneHVAC:PackagedTerminalHeatPump,Design Size Outdoor Air Flow Rate During Cooling Operation,10
ZoneHVAC:PackagedTerminalHeatPump,Heating Outdoor Air Flow Rate,11
ZoneHVAC:PackagedTerminalHeatPump,Design Size Outdoor Air Flow Rate During Heating Operation,11
ZoneHVAC:PackagedTerminalHeatPump,No Load Outdoor Air Flow Rate,12
ZoneHVAC:PackagedTerminalHeatPump,Design Size Outdoor Air Flow Rate When No Cooling or Heating is Needed,12
ZoneHVAC:PackagedTerminalHeatPump,Maximum Supply Air Temperature from Supplemental Heater,23
ZoneHVAC:PackagedTerminalHeatPump,Design Size Maximum Supply Air Temperature from Supplemental Heater,23
ZoneHVAC:PackagedTerminalHeatPump,Minimum Supply Air Temperature in Cooling Mode,30
ZoneHVAC:PackagedTerminalHeatPump,Maximum Supply Air Temperature in Heating Mode,31
ZoneHVAC:TerminalUNIT:VARIABLEREFRIGERANTFLOW,Cooling Outdoor Air Flow Rate,9
ZoneHVAC:TerminalUNIT:VARIABLEREFRIGERANTFLOW,Cooling Supply Air Flow Rate,5
ZoneHVAC:TerminalUNIT:VARIABLEREFRIGERANTFLOW,Heating Outdoor Air Flow Rate,10
ZoneHVAC:TerminalUNIT:VARIABLEREFRIGERANTFLOW,Heating Supply Air Flow Rate,7
ZoneHVAC:TerminalUNIT:VARIABLEREFRIGERANTFLOW,No Cooling Supply Air Flow Rate,6
ZoneHVAC:TerminalUNIT:VARIABLEREFRIGERANTFLOW,No Heating Supply Air Flow Rate,8
ZoneHVAC:TerminalUNIT:VARIABLEREFRIGERANTFLOW,No Load Outdoor Air Flow Rate,11
ZoneHVAC:UNITHEATER,Maximum Hot Water or Steam Flow Rate,12
ZoneHVAC:UNITHEATER,Maximum Supply Air Flow Rate,7
ZoneHVAC:UNITVENTILATOR,Maximum Outdoor Air Flow Rate,7
ZoneHVAC:UNITVENTILATOR,Maximum Supply Air Flow Rate,3
ZoneHVAC:UNITVENTILATOR,Minimum Outdoor Air Flow Rate,5
ZoneHVAC:VENTILATEDSLAB,Maximum Air Flow Rate,5
ZoneHVAC:VENTILATEDSLAB,Maximum Outdoor Air Flow Rate,9
ZoneHVAC:VENTILATEDSLAB,Minimum Outdoor Air Flow Rate,7
ZoneHVAC:WATERTOAIRHEATPUMP,Cooling Outdoor Air Flow Rate,10
ZoneHVAC:WATERTOAIRHEATPUMP,Cooling Supply Air Flow Rate,7
ZoneHVAC:WATERTOAIRHEATPUMP,Heating Outdoor Air Flow Rate,11
ZoneHVAC:WATERTOAIRHEATPUMP,Heating Supply Air Flow Rate,8
ZoneHVAC:WATERTOAIRHEATPUMP,Maximum Supply Air Temperature from Supplemental Heater,25
ZoneHVAC:WATERTOAIRHEATPUMP,No Load Outdoor Air Flow Rate,12
ZoneHVAC:WATERTOAIRHEATPUMP,No Load Supply Air Flow Rate,9
ZoneHVAC:WINDOWAIRCONDITIONER,Maximum Outdoor Air Flow Rate,4
ZoneHVAC:WINDOWAIRCONDITIONER,Maximum Supply Air Flow Rate,3
